row_id,row_id_matched.x,participant,file,trial_index.x,trial_index.y,trial_index_matched,prop_correct.x,effort.x,reliability_index.x,reliability_index_n,reliability_index_play.x,reliability_effort_difference,row_id_matched.y,prop_correct.y,effort.y,reliability_index.y,reliability_index_play.y,duplicate
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_7_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_7_ch2_calibrated_noise5snr.wav_219,603b5b001967b3805746bebd,sim_pd15_clear_kn_h12_7_ch2_calibrated_noise5snr,217,219,219,0.8,1,7-1,7,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_7_ch2_calibrated_noise5snr.wav_411,0.8,0,7-2,2,FALSE
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_1_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_1_ch2_calibrated_noise5snr.wav_81,603b5b001967b3805746bebd,sim_pd15_clear_nm_h8_1_ch2_calibrated_noise5snr,79,81,81,0.4,5,2-1,2,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_1_ch2_calibrated_noise5snr.wav_357,0.6,95,2-2,2,FALSE
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_10_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_10_ch2_calibrated_noise5snr.wav_243,603b5b001967b3805746bebd,sim_pd15_clear_nm_h8_10_ch2_calibrated_noise5snr,241,243,243,1,34,11-1,11,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_10_ch2_calibrated_noise5snr.wav_423,0.8,39,11-2,2,FALSE
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_5_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_5_ch2_calibrated_noise5snr.wav_129,603b5b001967b3805746bebd,sim_pd15_clear_nm_h8_5_ch2_calibrated_noise5snr,127,129,129,1,15,4-1,4,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_5_ch2_calibrated_noise5snr.wav_321,1,0,4-2,2,FALSE
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_1_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_1_ch2_calibrated_noise5snr.wav_93,603b5b001967b3805746bebd,sim_pd15_habitual_kn_h2_1_ch2_calibrated_noise5snr,91,93,93,1,1,10-1,10,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_1_ch2_calibrated_noise5snr.wav_291,0.4,31,10-2,2,FALSE
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_9_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_9_ch2_calibrated_noise5snr.wav_171,603b5b001967b3805746bebd,sim_pd15_habitual_kn_h2_9_ch2_calibrated_noise5snr,169,171,171,1,13,8-1,8,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_9_ch2_calibrated_noise5snr.wav_417,0.6,44,8-2,2,FALSE
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_1_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_1_ch2_calibrated_noise5snr.wav_195,603b5b001967b3805746bebd,sim_pd15_habitual_nm_h15_1_ch2_calibrated_noise5snr,193,195,195,1,4,5-1,5,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_1_ch2_calibrated_noise5snr.wav_405,1,1,5-2,2,FALSE
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_8_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_8_ch2_calibrated_noise5snr.wav_87,603b5b001967b3805746bebd,sim_pd15_habitual_nm_h15_8_ch2_calibrated_noise5snr,85,87,87,0.6,26,9-1,9,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_nm_h15_8_ch2_calibrated_noise5snr.wav_273,0.8,41,9-2,2,FALSE
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_10_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_10_ch2_calibrated_noise5snr.wav_111,603b5b001967b3805746bebd,sim_pd15_loud_kn_h5_10_ch2_calibrated_noise5snr,109,111,111,0.8,26,3-1,3,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_10_ch2_calibrated_noise5snr.wav_363,1,9,3-2,2,FALSE
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_5_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_5_ch2_calibrated_noise5snr.wav_207,603b5b001967b3805746bebd,sim_pd15_loud_kn_h5_5_ch2_calibrated_noise5snr,205,207,207,1,4,1-1,1,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_5_ch2_calibrated_noise5snr.wav_315,1,1,1-2,2,FALSE
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_7_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_7_ch2_calibrated_noise5snr.wav_279,603b5b001967b3805746bebd,sim_pd15_loud_kn_h5_7_ch2_calibrated_noise5snr,277,279,279,0.8,27,6-1,6,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_7_ch2_calibrated_noise5snr.wav_441,1,41,6-2,2,FALSE
603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_8_ch2_calibrated_noise5snr.wav,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_8_ch2_calibrated_noise5snr.wav_75,603b5b001967b3805746bebd,sim_pd15_loud_kn_h5_8_ch2_calibrated_noise5snr,73,75,75,0.6,33,12-1,12,1,NA,603b5b001967b3805746bebd ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_8_ch2_calibrated_noise5snr.wav_393,0.8,30,12-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_1_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_1_ch2_calibrated_noise5snr.wav_237,60464c1eb5eb8b0dccd04684,sim_pd04_clear_kn_h18_1_ch2_calibrated_noise5snr,235,237,237,0.8,63,8-1,8,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_1_ch2_calibrated_noise5snr.wav_393,1,63,8-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_10_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_10_ch2_calibrated_noise5snr.wav_93,60464c1eb5eb8b0dccd04684,sim_pd04_clear_kn_h18_10_ch2_calibrated_noise5snr,91,93,93,1,22,7-1,7,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_10_ch2_calibrated_noise5snr.wav_315,1,5,7-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_4_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_4_ch2_calibrated_noise5snr.wav_189,60464c1eb5eb8b0dccd04684,sim_pd04_clear_kn_h18_4_ch2_calibrated_noise5snr,187,189,189,1,10,9-1,9,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_kn_h18_4_ch2_calibrated_noise5snr.wav_351,1,14,9-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_1_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_1_ch2_calibrated_noise5snr.wav_261,60464c1eb5eb8b0dccd04684,sim_pd04_clear_nm_h8_1_ch2_calibrated_noise5snr,259,261,261,0.8,41,1-1,1,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_1_ch2_calibrated_noise5snr.wav_405,1,7,1-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_3_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_3_ch2_calibrated_noise5snr.wav_183,60464c1eb5eb8b0dccd04684,sim_pd04_clear_nm_h8_3_ch2_calibrated_noise5snr,181,183,183,0.8,58,11-1,11,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_3_ch2_calibrated_noise5snr.wav_465,1,9,11-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_7_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_7_ch2_calibrated_noise5snr.wav_135,60464c1eb5eb8b0dccd04684,sim_pd04_clear_nm_h8_7_ch2_calibrated_noise5snr,133,135,135,1,16,5-1,5,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_clear_nm_h8_7_ch2_calibrated_noise5snr.wav_267,1,14,5-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_3_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_3_ch2_calibrated_noise5snr.wav_87,60464c1eb5eb8b0dccd04684,sim_pd04_habitual_kn_h14_3_ch2_calibrated_noise5snr,85,87,87,0.6,73,3-1,3,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_3_ch2_calibrated_noise5snr.wav_327,1,23,3-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_6_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_6_ch2_calibrated_noise5snr.wav_225,60464c1eb5eb8b0dccd04684,sim_pd04_habitual_kn_h14_6_ch2_calibrated_noise5snr,223,225,225,1,23,10-1,10,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_6_ch2_calibrated_noise5snr.wav_399,0.8,32,10-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_8_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_8_ch2_calibrated_noise5snr.wav_51,60464c1eb5eb8b0dccd04684,sim_pd04_habitual_kn_h14_8_ch2_calibrated_noise5snr,49,51,51,0.2,94,2-1,2,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_8_ch2_calibrated_noise5snr.wav_429,0,76,2-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_9_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_9_ch2_calibrated_noise5snr.wav_63,60464c1eb5eb8b0dccd04684,sim_pd04_habitual_kn_h14_9_ch2_calibrated_noise5snr,61,63,63,1,29,4-1,4,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_habitual_kn_h14_9_ch2_calibrated_noise5snr.wav_285,1,10,4-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_kn_h1_7_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_kn_h1_7_ch2_calibrated_noise5snr.wav_201,60464c1eb5eb8b0dccd04684,sim_pd04_loud_kn_h1_7_ch2_calibrated_noise5snr,199,201,201,1,7,12-1,12,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_kn_h1_7_ch2_calibrated_noise5snr.wav_357,1,0,12-2,2,FALSE
60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_nm_h2_5_ch2_calibrated_noise5snr.wav,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_nm_h2_5_ch2_calibrated_noise5snr.wav_195,60464c1eb5eb8b0dccd04684,sim_pd04_loud_nm_h2_5_ch2_calibrated_noise5snr,193,195,195,0.8,31,6-1,6,1,NA,60464c1eb5eb8b0dccd04684 ./audio/mask-recordings/playlist_10_pd04/sim_pd04_loud_nm_h2_5_ch2_calibrated_noise5snr.wav_345,1,3,6-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_1_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_1_ch2_calibrated_noise5snr.wav_189,60479d97105bce03c85b6a47,sim_oc11_clear_kn_h11_1_ch2_calibrated_noise5snr,187,189,189,0.2,82,1-1,1,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_1_ch2_calibrated_noise5snr.wav_357,0.6,68,1-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_10_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_10_ch2_calibrated_noise5snr.wav_183,60479d97105bce03c85b6a47,sim_oc11_clear_kn_h11_10_ch2_calibrated_noise5snr,181,183,183,0.8,47,9-1,9,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_10_ch2_calibrated_noise5snr.wav_417,0.8,38,9-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_3_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_3_ch2_calibrated_noise5snr.wav_105,60479d97105bce03c85b6a47,sim_oc11_clear_kn_h11_3_ch2_calibrated_noise5snr,103,105,105,0.6,75,8-1,8,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_3_ch2_calibrated_noise5snr.wav_429,0.8,18,8-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_4_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_4_ch2_calibrated_noise5snr.wav_129,60479d97105bce03c85b6a47,sim_oc11_clear_kn_h11_4_ch2_calibrated_noise5snr,127,129,129,1,9,2-1,2,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_kn_h11_4_ch2_calibrated_noise5snr.wav_423,1,7,2-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_nm_h6_1_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_nm_h6_1_ch2_calibrated_noise5snr.wav_111,60479d97105bce03c85b6a47,sim_oc11_clear_nm_h6_1_ch2_calibrated_noise5snr,109,111,111,0.4,68,4-1,4,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_nm_h6_1_ch2_calibrated_noise5snr.wav_375,0.8,37,4-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_nm_h6_8_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_nm_h6_8_ch2_calibrated_noise5snr.wav_201,60479d97105bce03c85b6a47,sim_oc11_clear_nm_h6_8_ch2_calibrated_noise5snr,199,201,201,1,8,6-1,6,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_clear_nm_h6_8_ch2_calibrated_noise5snr.wav_465,1,8,6-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_habitual_nm_h15_6_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_habitual_nm_h15_6_ch2_calibrated_noise5snr.wav_123,60479d97105bce03c85b6a47,sim_oc11_habitual_nm_h15_6_ch2_calibrated_noise5snr,121,123,123,0.6,56,7-1,7,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_habitual_nm_h15_6_ch2_calibrated_noise5snr.wav_273,0.4,44,7-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_kn_h14_10_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_kn_h14_10_ch2_calibrated_noise5snr.wav_93,60479d97105bce03c85b6a47,sim_oc11_loud_kn_h14_10_ch2_calibrated_noise5snr,91,93,93,0.6,48,5-1,5,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_kn_h14_10_ch2_calibrated_noise5snr.wav_351,0.6,67,5-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_kn_h14_5_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_kn_h14_5_ch2_calibrated_noise5snr.wav_177,60479d97105bce03c85b6a47,sim_oc11_loud_kn_h14_5_ch2_calibrated_noise5snr,175,177,177,0.6,52,10-1,10,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_kn_h14_5_ch2_calibrated_noise5snr.wav_339,0.8,40,10-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_nm_h12_10_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_nm_h12_10_ch2_calibrated_noise5snr.wav_39,60479d97105bce03c85b6a47,sim_oc11_loud_nm_h12_10_ch2_calibrated_noise5snr,37,39,39,0.8,23,12-1,12,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_nm_h12_10_ch2_calibrated_noise5snr.wav_195,0.8,6,12-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_nm_h12_3_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_nm_h12_3_ch2_calibrated_noise5snr.wav_57,60479d97105bce03c85b6a47,sim_oc11_loud_nm_h12_3_ch2_calibrated_noise5snr,55,57,57,0.8,55,3-1,3,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_nm_h12_3_ch2_calibrated_noise5snr.wav_327,0.8,62,3-2,2,FALSE
60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_nm_h12_4_ch2_calibrated_noise5snr.wav,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_nm_h12_4_ch2_calibrated_noise5snr.wav_147,60479d97105bce03c85b6a47,sim_oc11_loud_nm_h12_4_ch2_calibrated_noise5snr,145,147,147,1,25,11-1,11,1,NA,60479d97105bce03c85b6a47 ./audio/mask-recordings/playlist_08_oc11/sim_oc11_loud_nm_h12_4_ch2_calibrated_noise5snr.wav_333,1,7,11-2,2,FALSE
605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_kn_h16_6_ch2_calibrated_noise5snr.wav,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_kn_h16_6_ch2_calibrated_noise5snr.wav_153,605f9cfad4df69fcebaac11b,sim_oc04_clear_kn_h16_6_ch2_calibrated_noise5snr,151,153,153,1,9,7-1,7,1,NA,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_kn_h16_6_ch2_calibrated_noise5snr.wav_321,1,0,7-2,2,FALSE
605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_kn_h16_7_ch2_calibrated_noise5snr.wav,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_kn_h16_7_ch2_calibrated_noise5snr.wav_129,605f9cfad4df69fcebaac11b,sim_oc04_clear_kn_h16_7_ch2_calibrated_noise5snr,127,129,129,0.8,6,6-1,6,1,NA,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_kn_h16_7_ch2_calibrated_noise5snr.wav_435,1,0,6-2,2,FALSE
605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_nm_h2_1_ch2_calibrated_noise5snr.wav,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_nm_h2_1_ch2_calibrated_noise5snr.wav_159,605f9cfad4df69fcebaac11b,sim_oc04_clear_nm_h2_1_ch2_calibrated_noise5snr,157,159,159,1,9,8-1,8,1,NA,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_nm_h2_1_ch2_calibrated_noise5snr.wav_393,1,11,8-2,2,FALSE
605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_nm_h2_6_ch2_calibrated_noise5snr.wav,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_nm_h2_6_ch2_calibrated_noise5snr.wav_111,605f9cfad4df69fcebaac11b,sim_oc04_clear_nm_h2_6_ch2_calibrated_noise5snr,109,111,111,1,21,3-1,3,1,NA,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_nm_h2_6_ch2_calibrated_noise5snr.wav_285,1,0,3-2,2,FALSE
605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_nm_h2_7_ch2_calibrated_noise5snr.wav,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_nm_h2_7_ch2_calibrated_noise5snr.wav_117,605f9cfad4df69fcebaac11b,sim_oc04_clear_nm_h2_7_ch2_calibrated_noise5snr,115,117,117,1,3,1-1,1,1,NA,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_clear_nm_h2_7_ch2_calibrated_noise5snr.wav_375,1,2,1-2,2,FALSE
605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_habitual_kn_h13_10_ch2_calibrated_noise5snr.wav,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_habitual_kn_h13_10_ch2_calibrated_noise5snr.wav_195,605f9cfad4df69fcebaac11b,sim_oc04_habitual_kn_h13_10_ch2_calibrated_noise5snr,193,195,195,1,10,5-1,5,1,NA,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_habitual_kn_h13_10_ch2_calibrated_noise5snr.wav_297,1,4,5-2,2,FALSE
605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_habitual_kn_h13_4_ch2_calibrated_noise5snr.wav,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_habitual_kn_h13_4_ch2_calibrated_noise5snr.wav_207,605f9cfad4df69fcebaac11b,sim_oc04_habitual_kn_h13_4_ch2_calibrated_noise5snr,205,207,207,1,14,2-1,2,1,NA,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_habitual_kn_h13_4_ch2_calibrated_noise5snr.wav_399,1,0,2-2,2,FALSE
605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_habitual_kn_h13_6_ch2_calibrated_noise5snr.wav,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_habitual_kn_h13_6_ch2_calibrated_noise5snr.wav_75,605f9cfad4df69fcebaac11b,sim_oc04_habitual_kn_h13_6_ch2_calibrated_noise5snr,73,75,75,1,35,10-1,10,1,NA,605f9cfad4df69fcebaac11b ./audio/mask-recordings/playlist_02_oc04/sim_oc04_habitual_kn_h13_6_ch2_calibrated_noise5snr.wav_249,1,3,10-2,2,FALSE
